city_id,week_start,index_score_sum,weighted_score_sum,games
atlanta,2016-01-12,0,0,8
atlanta,2016-01-19,0,0,8
atlanta,2016-01-26,0,0,8
atlanta,2016-02-02,0,0,8
atlanta,2016-02-09,0,0,2
atlanta,2016-02-16,0,0,6
atlanta,2016-02-23,0,0,4
atlanta,2016-03-01,0,0,6
atlanta,2016-03-08,0,0,8
atlanta,2016-03-15,0,0,8
atlanta,2016-03-22,0,0,8
atlanta,2016-03-29,0,0,4
atlanta,2016-04-05,0,0,8
atlanta,2016-04-12,0,0,2
atlanta,2016-10-25,0,0,6
atlanta,2016-11-01,0,0,6
atlanta,2016-11-08,0,0,6
atlanta,2016-11-15,0,0,8
atlanta,2016-11-22,0,0,10
atlanta,2016-11-29,0,0,8
atlanta,2016-12-06,0,0,4
atlanta,2016-12-13,0,0,8
atlanta,2016-12-20,0,0,6
atlanta,2016-12-27,0,0,6
atlanta,2017-01-03,0,0,6
atlanta,2017-01-10,0,0,8
atlanta,2017-01-17,0,0,8
atlanta,2017-01-24,0,0,6
atlanta,2017-01-31,0,0,8
atlanta,2017-02-07,0,0,6
atlanta,2017-02-14,0,0,2
atlanta,2017-02-21,0,0,6
atlanta,2017-02-28,0,0,8
atlanta,2017-03-07,0,0,8
atlanta,2017-03-14,0,0,6
atlanta,2017-03-21,0,0,6
atlanta,2017-03-28,0,0,8
atlanta,2017-04-04,0,0,6
atlanta,2017-04-11,0,0,4
atlanta,2017-10-17,0,0,8
atlanta,2017-10-24,0,0,6
atlanta,2017-10-31,0,0,8
atlanta,2017-11-07,0,0,6
atlanta,2017-11-14,0,0,6
atlanta,2017-11-21,0,0,6
atlanta,2017-11-28,0,0,6
atlanta,2017-12-05,0,0,6
atlanta,2017-12-12,0,0,8
atlanta,2017-12-19,0,0,6
atlanta,2017-12-26,0,0,6
atlanta,2018-01-02,0,0,8
atlanta,2018-01-09,0,0,6
atlanta,2018-01-16,0,0,6
atlanta,2018-01-23,0,0,8
atlanta,2018-01-30,0,0,6
atlanta,2018-02-06,0,0,8
atlanta,2018-02-13,0,0,4
atlanta,2018-02-20,0,0,4
atlanta,2018-02-27,0,0,6
atlanta,2018-03-06,0,0,6
atlanta,2018-03-13,0,0,6
atlanta,2018-03-20,0,0,8
atlanta,2018-03-27,0,0,6
atlanta,2018-04-03,0,0,8
atlanta,2018-04-10,0,0,2
atlanta,2018-10-16,0,0,6
atlanta,2018-10-23,0,0,6
atlanta,2018-10-30,0,0,6
atlanta,2018-11-06,0,0,8
atlanta,2018-11-13,0,0,8
atlanta,2018-11-20,0,0,6
atlanta,2018-11-27,0,0,8
atlanta,2018-12-04,0,0,4
atlanta,2018-12-11,0,0,6
atlanta,2018-12-18,0,0,6
atlanta,2018-12-25,0,0,8
atlanta,2019-01-01,0,0,6
atlanta,2019-01-08,0,0,8
atlanta,2019-01-15,0,0,6
atlanta,2019-01-22,0,0,6
atlanta,2019-01-29,0,0,8
atlanta,2019-02-05,0,0,6
atlanta,2019-02-12,0,0,4
atlanta,2019-02-19,0,0,6
atlanta,2019-02-26,0,0,8
atlanta,2019-03-05,0,0,6
atlanta,2019-03-12,0,0,6
atlanta,2019-03-19,0,0,6
atlanta,2019-03-26,0,0,6
atlanta,2019-04-02,0,0,8
atlanta,2019-04-09,0,0,2
atlanta,2019-10-22,0,0,6
atlanta,2019-10-29,0,0,4
atlanta,2019-11-05,0,0,8
atlanta,2019-11-12,0,0,8
atlanta,2019-11-19,0,0,8
atlanta,2019-11-26,0,0,8
atlanta,2019-12-03,0,0,4
atlanta,2019-12-10,0,0,8
atlanta,2019-12-17,0,0,8
atlanta,2019-12-24,0,0,6
atlanta,2019-12-31,0,0,6
atlanta,2020-01-07,0,0,6
atlanta,2020-01-14,0,0,8
atlanta,2020-01-21,0,0,6
atlanta,2020-01-28,0,0,8
atlanta,2020-02-04,0,0,8
atlanta,2020-02-11,0,0,2
atlanta,2020-02-18,0,0,6
atlanta,2020-02-25,0,0,8
atlanta,2020-03-03,0,0,6
atlanta,2020-03-10,0,0,2
atlanta,2020-12-22,0,0,6
atlanta,2020-12-29,0,0,8
atlanta,2021-01-05,0,0,6
atlanta,2021-01-12,0,0,6
atlanta,2021-01-19,0,0,6
atlanta,2021-01-26,0,0,8
atlanta,2021-02-02,0,0,6
atlanta,2021-02-09,0,0,8
atlanta,2021-02-16,0,0,6
atlanta,2021-02-23,0,0,8
atlanta,2021-03-02,0,0,4
atlanta,2021-03-09,0,0,6
atlanta,2021-03-16,0,0,8
atlanta,2021-03-23,0,0,6
atlanta,2021-03-30,0,0,8
atlanta,2021-04-06,0,0,8
atlanta,2021-04-13,0,0,6
atlanta,2021-04-20,0,0,10
atlanta,2021-04-27,0,0,8
atlanta,2021-05-04,0,0,6
atlanta,2021-05-11,0,0,6
atlanta,2021-10-19,0,0,6
atlanta,2021-10-26,0,0,8
atlanta,2021-11-02,0,0,8
atlanta,2021-11-09,0,0,8
atlanta,2021-11-16,0,0,6
atlanta,2021-11-23,0,0,6
atlanta,2021-11-30,0,0,8
atlanta,2021-12-07,0,0,4
atlanta,2021-12-14,0,0,4
atlanta,2021-12-21,0,0,8
atlanta,2021-12-28,0,0,6
atlanta,2022-01-04,0,0,6
atlanta,2022-01-11,0,0,8
atlanta,2022-01-18,0,0,6
atlanta,2022-01-25,0,0,8
atlanta,2022-02-01,0,0,6
atlanta,2022-02-08,0,0,6
atlanta,2022-02-15,0,0,4
atlanta,2022-02-22,0,0,4
atlanta,2022-03-01,0,0,8
atlanta,2022-03-08,0,0,8
atlanta,2022-03-15,0,0,6
atlanta,2022-03-22,0,0,8
atlanta,2022-03-29,0,0,6
atlanta,2022-04-05,0,0,8
atlanta,2022-10-18,0,0,6
atlanta,2022-10-25,0,0,8
atlanta,2022-11-01,0,0,6
atlanta,2022-11-08,0,0,8
atlanta,2022-11-15,0,0,6
atlanta,2022-11-22,0,0,8
atlanta,2022-11-29,0,0,6
atlanta,2022-12-06,0,0,8
atlanta,2022-12-13,0,0,6
atlanta,2022-12-20,0,0,4
atlanta,2022-12-27,0,0,8
atlanta,2023-01-03,0,0,6
atlanta,2023-01-10,0,0,8
atlanta,2023-01-17,0,0,8
atlanta,2023-01-24,0,0,6
atlanta,2023-01-31,0,0,6
atlanta,2023-02-07,0,0,8
atlanta,2023-02-14,0,0,2
atlanta,2023-02-21,0,0,4
atlanta,2023-02-28,0,0,8
atlanta,2023-03-07,0,0,8
atlanta,2023-03-14,0,0,4
atlanta,2023-03-21,0,0,8
atlanta,2023-03-28,0,0,6
atlanta,2023-04-04,0,0,8
atlanta,2023-10-24,0,0,8
atlanta,2023-10-31,0,0,6
atlanta,2023-11-07,0,0,4
atlanta,2023-11-14,0,0,6
atlanta,2023-11-21,0,0,8
atlanta,2023-11-28,0,0,6
atlanta,2023-12-05,0,0,6
atlanta,2023-12-12,0,0,8
atlanta,2023-12-19,0,0,6
atlanta,2023-12-26,0,0,6
atlanta,2024-01-02,0,0,6
atlanta,2024-01-09,0,0,8
atlanta,2024-01-16,0,0,8
atlanta,2024-01-23,0,0,6
atlanta,2024-01-30,0,0,8
atlanta,2024-02-06,0,0,8
atlanta,2024-02-13,0,0,2
atlanta,2024-02-20,0,0,4
atlanta,2024-02-27,0,0,6
atlanta,2024-03-05,0,0,8
atlanta,2024-03-12,0,0,8
atlanta,2024-03-19,0,0,6
atlanta,2024-03-26,0,0,8
atlanta,2024-04-02,0,0,6
atlanta,2024-04-09,0,0,8
atlanta-ga,2020-07-21,0,0,4
atlanta-ga,2020-07-28,3,3,7
atlanta-ga,2020-08-04,0,0,6
atlanta-ga,2020-08-11,0,0,6
atlanta-ga,2020-08-18,0,0,4
atlanta-ga,2020-08-25,1,1,5
atlanta-ga,2020-09-01,2,2,6
atlanta-ga,2020-09-08,1,1,7
atlanta-ga,2020-09-15,2,2,6
atlanta-ga,2020-09-22,0,0,6
atlanta-ga,2021-03-30,-3,-3,3
atlanta-ga,2021-04-06,0,0,6
atlanta-ga,2021-04-13,0,0,6
atlanta-ga,2021-04-20,1,1,5
atlanta-ga,2021-04-27,-2,-2,6
atlanta-ga,2021-05-04,4,4,6
atlanta-ga,2021-05-11,-3,-3,7
atlanta-ga,2021-05-18,2,2,6
atlanta-ga,2021-05-25,0,0,4
atlanta-ga,2021-06-01,0,0,6
atlanta-ga,2021-06-08,-2,-2,6
atlanta-ga,2021-06-15,-2,-2,6
atlanta-ga,2021-06-22,0,0,6
atlanta-ga,2021-06-29,1,1,7
atlanta-ga,2021-07-06,1,1,5
atlanta-ga,2021-07-13,-1,-1,3
atlanta-ga,2021-07-20,1,1,7
atlanta-ga,2021-07-27,0,0,6
atlanta-ga,2021-08-03,4,4,6
atlanta-ga,2021-08-10,5,5,7
atlanta-ga,2021-08-17,4,4,6
atlanta-ga,2021-08-24,-1,-1,5
atlanta-ga,2021-08-31,-2,-2,6
atlanta-ga,2021-09-07,2,2,6
atlanta-ga,2021-09-14,-2,-2,6
atlanta-ga,2021-09-21,4,4,6
atlanta-ga,2021-09-28,4,4,6
atlanta-ga,2022-04-05,-1,-1,5
atlanta-ga,2022-04-12,-1,-1,7
atlanta-ga,2022-04-19,-1,-1,5
atlanta-ga,2022-04-26,1,1,7
atlanta-ga,2022-05-03,1,1,5
atlanta-ga,2022-05-10,-2,-2,6
atlanta-ga,2022-05-17,0,0,6
atlanta-ga,2022-05-24,1,1,7
atlanta-ga,2022-05-31,4,4,6
atlanta-ga,2022-06-07,7,7,7
atlanta-ga,2022-06-14,2,2,6
atlanta-ga,2022-06-21,0,0,6
atlanta-ga,2022-06-28,3,3,7
atlanta-ga,2022-07-05,3,3,7
atlanta-ga,2022-07-12,2,2,6
atlanta-ga,2022-07-19,0,0,4
atlanta-ga,2022-07-26,3,3,5
atlanta-ga,2022-08-02,-2,-2,6
atlanta-ga,2022-08-09,6,6,6
atlanta-ga,2022-08-16,3,3,7
atlanta-ga,2022-08-23,1,1,5
atlanta-ga,2022-08-30,4,4,6
atlanta-ga,2022-09-06,0,0,6
atlanta-ga,2022-09-13,4,4,6
atlanta-ga,2022-09-20,1,1,7
atlanta-ga,2022-09-27,2,2,6
atlanta-ga,2022-10-04,0,0,2
atlanta-ga,2023-03-28,2,2,4
atlanta-ga,2023-04-04,1,1,7
atlanta-ga,2023-04-11,6,6,6
atlanta-ga,2023-04-18,-2,-2,6
atlanta-ga,2023-04-25,3,3,5
atlanta-ga,2023-05-02,4,4,6
atlanta-ga,2023-05-09,-2,-2,6
atlanta-ga,2023-05-16,0,0,6
atlanta-ga,2023-05-23,-1,-1,7
atlanta-ga,2023-05-30,1,1,5
atlanta-ga,2023-06-06,3,3,7
atlanta-ga,2023-06-13,5,5,5
atlanta-ga,2023-06-20,4,4,6
atlanta-ga,2023-06-27,6,6,6
atlanta-ga,2023-07-04,1,1,5
atlanta-ga,2023-07-11,-1,-1,3
atlanta-ga,2023-07-18,0,0,6
atlanta-ga,2023-07-25,0,0,6
atlanta-ga,2023-08-01,0,0,6
atlanta-ga,2023-08-08,3,3,7
atlanta-ga,2023-08-15,2,2,6
atlanta-ga,2023-08-22,4,4,6
atlanta-ga,2023-08-29,4,4,6
atlanta-ga,2023-09-05,1,1,7
atlanta-ga,2023-09-12,-2,-2,6
atlanta-ga,2023-09-19,1,1,5
atlanta-ga,2023-09-26,2,2,6
atlanta-ga,2024-03-26,2,2,4
atlanta-ga,2024-04-02,1,1,5
atlanta-ga,2024-04-09,2,2,6
atlanta-ga,2024-04-16,4,4,6
atlanta-ga,2024-04-23,2,2,6
atlanta-ga,2024-04-30,-3,-3,5
atlanta-ga,2024-05-07,4,4,6
atlanta-ga,2024-05-14,-3,-3,5
atlanta-ga,2024-05-21,-1,-1,7
atlanta-ga,2024-05-28,0,0,6
atlanta-ga,2024-06-04,-2,-2,6
atlanta-ga,2024-06-11,1,1,7
atlanta-ga,2024-06-18,2,2,6
atlanta-ga,2024-06-25,1,1,5
atlanta-ga,2024-07-02,1,1,7
atlanta-ga,2024-07-09,0,0,6
atlanta-ga,2024-07-16,-1,-1,3
atlanta-ga,2024-07-23,-2,-2,6
atlanta-ga,2024-07-30,2,2,6
atlanta-ga,2024-08-06,-3,-3,7
atlanta-ga,2024-08-13,2,2,6
atlanta-ga,2024-08-20,3,3,7
atlanta-ga,2024-08-27,0,0,6
atlanta-ga,2024-09-03,1,1,7
atlanta-ga,2024-09-10,0,0,6
atlanta-ga,2024-09-17,2,2,6
atlanta-ga,2024-09-24,1,1,5
baltimore-md,2020-07-21,1,1,3
baltimore-md,2020-07-28,1,1,5
baltimore-md,2020-08-04,0,0,6
baltimore-md,2020-08-11,1,1,7
baltimore-md,2020-08-18,-2,-2,6
baltimore-md,2020-08-25,-4,-4,6
baltimore-md,2020-09-01,1,1,5
baltimore-md,2020-09-08,-2,-2,6
baltimore-md,2020-09-15,-2,-2,6
baltimore-md,2020-09-22,-2,-2,6
baltimore-md,2021-03-30,2,2,4
baltimore-md,2021-04-06,-3,-3,5
baltimore-md,2021-04-13,-1,-1,5
baltimore-md,2021-04-20,0,0,6
baltimore-md,2021-04-27,1,1,7
baltimore-md,2021-05-04,-2,-2,6
baltimore-md,2021-05-11,-3,-3,5
baltimore-md,2021-05-18,-7,-7,7
baltimore-md,2021-05-25,-6,-6,6
baltimore-md,2021-06-01,3,3,5
baltimore-md,2021-06-08,-4,-4,6
baltimore-md,2021-06-15,-5,-5,7
baltimore-md,2021-06-22,-3,-3,7
baltimore-md,2021-06-29,-1,-1,5
baltimore-md,2021-07-06,-3,-3,5
baltimore-md,2021-07-13,2,2,4
baltimore-md,2021-07-20,1,1,5
baltimore-md,2021-07-27,1,1,7
baltimore-md,2021-08-03,-5,-5,5
baltimore-md,2021-08-10,-7,-7,7
baltimore-md,2021-08-17,-6,-6,6
baltimore-md,2021-08-24,-3,-3,7
baltimore-md,2021-08-31,0,0,6
baltimore-md,2021-09-07,0,0,6
baltimore-md,2021-09-14,-3,-3,7
baltimore-md,2021-09-21,-2,-2,6
baltimore-md,2021-09-28,-2,-2,6
baltimore-md,2022-04-05,-2,-2,4
baltimore-md,2022-04-12,-2,-2,6
baltimore-md,2022-04-19,0,0,6
baltimore-md,2022-04-26,-3,-3,7
baltimore-md,2022-05-03,1,1,5
baltimore-md,2022-05-10,-3,-3,7
baltimore-md,2022-05-17,1,1,7
baltimore-md,2022-05-24,-2,-2,6
baltimore-md,2022-05-31,-2,-2,6
baltimore-md,2022-06-07,0,0,6
baltimore-md,2022-06-14,2,2,6
baltimore-md,2022-06-21,3,3,7
baltimore-md,2022-06-28,-2,-2,6
baltimore-md,2022-07-05,6,6,6
baltimore-md,2022-07-12,1,1,5
baltimore-md,2022-07-19,0,0,4
baltimore-md,2022-07-26,1,1,7
baltimore-md,2022-08-02,4,4,6
baltimore-md,2022-08-09,0,0,6
baltimore-md,2022-08-16,0,0,6
baltimore-md,2022-08-23,2,2,6
baltimore-md,2022-08-30,1,1,7
baltimore-md,2022-09-06,-1,-1,5
baltimore-md,2022-09-13,0,0,6
baltimore-md,2022-09-20,1,1,7
baltimore-md,2022-09-27,-3,-3,7
baltimore-md,2022-10-04,1,1,1
baltimore-md,2023-03-28,0,0,4
baltimore-md,2023-04-04,0,0,6
baltimore-md,2023-04-11,2,2,6
baltimore-md,2023-04-18,6,6,6
baltimore-md,2023-04-25,1,1,5
baltimore-md,2023-05-02,-1,-1,7
baltimore-md,2023-05-09,2,2,6
baltimore-md,2023-05-16,4,4,6
baltimore-md,2023-05-23,-1,-1,7
baltimore-md,2023-05-30,1,1,5
baltimore-md,2023-06-06,2,2,6
baltimore-md,2023-06-13,0,0,6
baltimore-md,2023-06-20,2,2,6
baltimore-md,2023-06-27,-4,-4,6
baltimore-md,2023-07-04,4,4,6
baltimore-md,2023-07-11,2,2,4
baltimore-md,2023-07-18,3,3,7
baltimore-md,2023-07-25,0,0,6
baltimore-md,2023-08-01,4,4,6
baltimore-md,2023-08-08,1,1,7
baltimore-md,2023-08-15,1,1,5
baltimore-md,2023-08-22,3,3,7
baltimore-md,2023-08-29,2,2,6
baltimore-md,2023-09-05,4,4,6
baltimore-md,2023-09-12,-1,-1,7
baltimore-md,2023-09-19,0,0,6
baltimore-md,2023-09-26,2,2,6
baltimore-md,2024-03-26,2,2,4
baltimore-md,2024-04-02,-1,-1,5
baltimore-md,2024-04-09,3,3,7
baltimore-md,2024-04-16,4,4,6
baltimore-md,2024-04-23,0,0,6
baltimore-md,2024-04-30,4,4,6
baltimore-md,2024-05-07,0,0,6
baltimore-md,2024-05-14,1,1,5
baltimore-md,2024-05-21,3,3,7
baltimore-md,2024-05-28,2,2,6
baltimore-md,2024-06-04,3,3,7
baltimore-md,2024-06-11,2,2,6
baltimore-md,2024-06-18,-3,-3,7
baltimore-md,2024-06-25,2,2,6
baltimore-md,2024-07-02,2,2,6
baltimore-md,2024-07-09,-4,-4,6
baltimore-md,2024-07-16,1,1,3
baltimore-md,2024-07-23,-1,-1,7
baltimore-md,2024-07-30,2,2,6
baltimore-md,2024-08-06,0,0,6
baltimore-md,2024-08-13,-1,-1,7
baltimore-md,2024-08-20,0,0,6
baltimore-md,2024-08-27,1,1,7
baltimore-md,2024-09-03,-2,-2,6
baltimore-md,2024-09-10,-1,-1,5
baltimore-md,2024-09-17,-2,-2,6
baltimore-md,2024-09-24,4,4,6
bos,2025-08-05,2,2,2
boston,2010-10-26,0,0,6
boston,2010-11-02,0,0,10
boston,2010-11-09,0,0,4
boston,2010-11-16,0,0,6
boston,2010-11-23,0,0,4
boston,2010-11-30,0,0,8
boston,2010-12-07,0,0,6
boston,2010-12-14,0,0,4
boston,2010-12-21,0,0,4
boston,2010-12-28,0,0,10
boston,2011-01-04,0,0,8
boston,2011-01-11,0,0,6
boston,2011-01-18,0,0,6
boston,2011-01-25,0,0,8
boston,2011-02-01,0,0,8
boston,2011-02-08,0,0,4
boston,2011-02-15,0,0,2
boston,2011-02-22,0,0,8
boston,2011-03-01,0,0,6
boston,2011-03-08,0,0,8
boston,2011-03-15,0,0,8
boston,2011-03-22,0,0,8
boston,2011-03-29,0,0,4
boston,2011-04-05,0,0,10
boston,2011-04-12,0,0,2
boston,2011-12-20,0,0,2
boston,2011-12-27,0,0,10
boston,2012-01-03,0,0,4
boston,2012-01-10,0,0,8
boston,2012-01-17,0,0,8
boston,2012-01-24,0,0,6
boston,2012-01-31,0,0,8
boston,2012-02-07,0,0,8
boston,2012-02-14,0,0,8
boston,2012-02-21,0,0,2
boston,2012-02-28,0,0,8
boston,2012-03-06,0,0,10
boston,2012-03-13,0,0,6
boston,2012-03-20,0,0,8
boston,2012-03-27,0,0,6
boston,2012-04-03,0,0,8
boston,2012-04-10,0,0,8
boston,2012-04-17,0,0,4
boston,2012-04-24,0,0,4
boston,2012-10-30,0,0,6
boston,2012-11-06,0,0,8
boston,2012-11-13,0,0,6
boston,2012-11-20,0,0,6
boston,2012-11-27,0,0,4
boston,2012-12-04,0,0,6
boston,2012-12-11,0,0,6
boston,2012-12-18,0,0,6
boston,2012-12-25,0,0,6
boston,2013-01-01,0,0,6
boston,2013-01-08,0,0,6
boston,2013-01-15,0,0,6
boston,2013-01-22,0,0,6
boston,2013-01-29,0,0,6
boston,2013-02-05,0,0,8
boston,2013-02-12,0,0,2
boston,2013-02-19,0,0,10
boston,2013-02-26,0,0,2
boston,2013-03-05,0,0,6
boston,2013-03-12,0,0,8
boston,2013-03-19,0,0,6
boston,2013-03-26,0,0,8
boston,2013-04-02,0,0,6
boston,2013-04-09,0,0,4
boston,2013-04-16,0,0,2
boston,2013-10-29,0,0,8
boston,2013-11-05,0,0,8
boston,2013-11-12,0,0,6
boston,2013-11-19,0,0,8
boston,2013-11-26,0,0,6
boston,2013-12-03,0,0,6
boston,2013-12-10,0,0,6
boston,2013-12-17,0,0,6
boston,2013-12-24,0,0,2
boston,2013-12-31,0,0,6
boston,2014-01-07,0,0,10
boston,2014-01-14,0,0,6
boston,2014-01-21,0,0,6
boston,2014-01-28,0,0,6
boston,2014-02-04,0,0,8
boston,2014-02-11,0,0,2
boston,2014-02-18,0,0,8
boston,2014-02-25,0,0,2
boston,2014-03-04,0,0,4
boston,2014-03-11,0,0,10
boston,2014-03-18,0,0,2
boston,2014-03-25,0,0,8
boston,2014-04-01,0,0,6
boston,2014-04-08,0,0,6
boston,2014-04-15,0,0,2
boston,2014-10-28,0,0,4
boston,2014-11-04,0,0,6
boston,2014-11-11,0,0,6
boston,2014-11-18,0,0,6
boston,2014-11-25,0,0,4
boston,2014-12-02,0,0,8
boston,2014-12-09,0,0,6
boston,2014-12-16,0,0,6
boston,2014-12-23,0,0,4
boston,2014-12-30,0,0,8
boston,2015-01-06,0,0,6
boston,2015-01-13,0,0,4
boston,2015-01-20,0,0,8
boston,2015-01-27,0,0,6
boston,2015-02-03,0,0,8
boston,2015-02-17,0,0,6
boston,2015-02-24,0,0,6
boston,2015-03-03,0,0,10
boston,2015-03-10,0,0,8
boston,2015-03-17,0,0,6
boston,2015-03-24,0,0,8
boston,2015-03-31,0,0,6
boston,2015-04-07,0,0,6
boston,2015-04-14,0,0,4
boston,2015-10-27,0,0,6
boston,2015-11-03,0,0,4
boston,2015-11-10,0,0,8
boston,2015-11-17,0,0,2
boston,2015-11-24,0,0,8
boston,2015-12-01,0,0,6
boston,2015-12-08,0,0,6
boston,2015-12-15,0,0,6
boston,2015-12-22,0,0,6
boston,2015-12-29,0,0,2
boston,2016-01-05,0,0,6
boston,2016-01-12,0,0,10
boston,2016-01-19,0,0,8
boston,2016-01-26,0,0,6
boston,2016-02-02,0,0,8
boston,2016-02-09,0,0,4
boston,2016-02-16,0,0,6
boston,2016-02-23,0,0,6
boston,2016-03-01,0,0,6
boston,2016-03-08,0,0,4
boston,2016-03-15,0,0,10
boston,2016-03-22,0,0,6
boston,2016-03-29,0,0,6
boston,2016-04-05,0,0,6
boston,2016-04-12,0,0,2
boston,2016-10-25,0,0,4
boston,2016-11-01,0,0,6
boston,2016-11-08,0,0,8
boston,2016-11-15,0,0,8
boston,2016-11-22,0,0,4
boston,2016-11-29,0,0,8
boston,2016-12-06,0,0,6
boston,2016-12-13,0,0,6
boston,2016-12-20,0,0,8
boston,2016-12-27,0,0,6
boston,2017-01-03,0,0,6
boston,2017-01-10,0,0,6
boston,2017-01-17,0,0,4
boston,2017-01-24,0,0,10
boston,2017-01-31,0,0,6
boston,2017-02-07,0,0,8
boston,2017-02-14,0,0,4
boston,2017-02-21,0,0,4
boston,2017-02-28,0,0,8
boston,2017-03-07,0,0,6
boston,2017-03-14,0,0,6
boston,2017-03-21,0,0,6
boston,2017-03-28,0,0,6
boston,2017-04-04,0,0,4
boston,2017-04-11,0,0,2
boston,2017-10-17,0,0,6
boston,2017-10-24,0,0,8
boston,2017-10-31,0,0,6
boston,2017-11-07,0,0,6
boston,2017-11-14,0,0,4
boston,2017-11-21,0,0,8
boston,2017-11-28,0,0,6
boston,2017-12-05,0,0,8
boston,2017-12-12,0,0,8
boston,2017-12-19,0,0,8
boston,2017-12-26,0,0,4
boston,2018-01-02,0,0,4
boston,2018-01-09,0,0,2
boston,2018-01-16,0,0,6
boston,2018-01-23,0,0,8
boston,2018-01-30,0,0,4
boston,2018-02-06,0,0,8
boston,2018-02-13,0,0,2
boston,2018-02-20,0,0,6
boston,2018-02-27,1,1,7
boston,2018-03-06,2,2,8
boston,2018-03-13,0,0,10
boston,2018-03-20,1,1,11
boston,2018-03-27,0,0,8
boston,2018-04-03,-2,-2,10
boston,2018-04-10,1,3,5
boston,2018-04-17,-1,-3,3
boston,2018-04-24,1,3,3
boston,2018-05-01,-3,-9,3
boston,2018-10-02,1,1,3
boston,2018-10-09,2,2,2
boston,2018-10-16,-3,-3,11
boston,2018-10-23,1,1,7
boston,2018-10-30,1,1,11
boston,2018-11-06,1,1,9
boston,2018-11-13,-1,-1,11
boston,2018-11-20,0,0,10
boston,2018-11-27,0,0,6
boston,2018-12-04,0,0,10
boston,2018-12-11,0,0,8
boston,2018-12-18,1,1,9
boston,2018-12-25,0,0,10
boston,2019-01-01,3,3,7
boston,2019-01-08,0,0,10
boston,2019-01-15,-1,-1,9
boston,2019-01-22,0,0,4
boston,2019-01-29,-1,-1,9
boston,2019-02-05,2,2,10
boston,2019-02-12,4,4,8
boston,2019-02-19,0,0,6
boston,2019-02-26,3,3,11
boston,2019-03-05,2,2,12
boston,2019-03-12,-1,-1,7
boston,2019-03-19,2,2,10
boston,2019-03-26,-1,-1,9
boston,2019-04-02,1,1,9
boston,2019-04-09,-1,-3,5
boston,2019-04-16,1,3,3
boston,2019-04-23,1,3,3
boston,2019-04-30,2,6,4
boston,2019-05-07,2,6,2
boston,2019-05-14,2,6,2
boston,2019-05-21,1,3,1
boston,2019-05-28,-1,-3,3
boston,2019-06-04,0,0,2
boston,2019-06-11,-1,-3,1
boston,2019-10-01,2,2,2
boston,2019-10-08,2,2,4
boston,2019-10-15,-2,-2,2
boston,2019-10-22,3,3,9
boston,2019-10-29,3,3,7
boston,2019-11-05,-3,-3,11
boston,2019-11-12,-1,-1,11
boston,2019-11-19,3,3,9
boston,2019-11-26,4,4,6
boston,2019-12-03,-2,-2,10
boston,2019-12-10,-1,-1,7
boston,2019-12-17,-2,-2,10
boston,2019-12-24,2,2,8
boston,2019-12-31,-3,-3,9
boston,2020-01-07,2,2,12
boston,2020-01-14,-1,-1,11
boston,2020-01-21,1,1,7
boston,2020-01-28,2,2,8
boston,2020-02-04,2,2,8
boston,2020-02-11,3,3,7
boston,2020-02-18,1,1,7
boston,2020-02-25,1,1,9
boston,2020-03-03,1,1,9
boston,2020-03-10,1,1,3
boston,2020-07-28,-1,-3,5
boston,2020-08-04,-2,-6,8
boston,2020-08-11,2,6,8
boston,2020-08-18,2,6,2
boston,2020-08-25,-4,-12,4
boston,2020-12-22,0,0,4
boston,2020-12-29,0,0,10
boston,2021-01-05,0,0,4
boston,2021-01-12,-1,-1,7
boston,2021-01-19,2,2,10
boston,2021-01-26,2,2,8
boston,2021-02-02,2,2,10
boston,2021-02-09,1,1,11
boston,2021-02-16,0,0,6
boston,2021-02-23,-1,-1,9
boston,2021-03-02,-1,-1,7
boston,2021-03-09,-2,-2,6
boston,2021-03-16,2,2,12
boston,2021-03-23,-1,-1,11
boston,2021-03-30,0,0,10
boston,2021-04-06,0,0,12
boston,2021-04-13,4,4,12
boston,2021-04-20,0,0,8
boston,2021-04-27,4,4,12
boston,2021-05-04,0,0,10
boston,2021-05-11,-1,-1,11
boston,2021-05-18,3,9,3
boston,2021-05-25,0,0,2
boston,2021-06-01,-1,-3,3
boston,2021-06-08,-1,-3,1
boston,2021-10-12,1,1,1
boston,2021-10-19,1,1,11
boston,2021-10-26,-1,-1,9
boston,2021-11-02,0,0,8
boston,2021-11-09,2,2,12
boston,2021-11-16,0,0,8
boston,2021-11-23,1,1,7
boston,2021-11-30,-1,-1,9
boston,2021-12-07,1,1,11
boston,2021-12-14,-2,-2,8
boston,2021-12-21,0,0,6
boston,2021-12-28,2,2,8
boston,2022-01-04,2,2,12
boston,2022-01-11,3,3,11
boston,2022-01-18,0,0,10
boston,2022-01-25,-1,-1,9
boston,2022-02-01,1,1,7
boston,2022-02-08,-1,-1,5
boston,2022-02-15,0,0,8
boston,2022-02-22,3,3,7
boston,2022-03-01,0,0,6
boston,2022-03-08,2,2,8
boston,2022-03-15,2,2,12
boston,2022-03-22,2,2,8
boston,2022-03-29,2,2,10
boston,2022-04-05,-1,-1,9
boston,2022-04-12,-1,-1,3
boston,2022-04-19,2,2,4
boston,2022-04-26,0,-2,4
boston,2022-05-03,1,3,3
boston,2022-05-10,-1,-3,3
boston,2022-10-11,3,3,3
boston,2022-10-18,1,1,11
boston,2022-10-25,3,3,7
